actual0  ,0.620,0.543,0.256,0.575,0.450,0.221,0.095,0.718,0.193,0.314
actual1  ,0.963,0.674,0.515,0.685,0.317,0.402,0.260,0.928,0.873,0.345
selected0,0.932,0.520,0.515,0.637,0.308,0.213,0.093,0.882,0.237,0.328
selected1,0.608,0.605,0.280,0.545,0.415,0.285,0.280,0.725,0.820,0.325
